Inspection ID,FEI Number,Legal Name,City Name,Country Name,Country Code,Street Address Line 1,Inspection End Date,Classification Code,Product Type,Center,Project Area,Posted Citations
917614,3006549835,Dr. Reddy's Laboratories Ltd.,Visakhapatnam,India,IN,"P1 To P9 & Q1 To Q5, Phase - Iii, Vsez, Duvvada",03/06/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1005630,3006549835,Dr. Reddy's Laboratories Ltd.,Visakhapatnam,India,IN,"P1 To P9 & Q1 To Q5, Phase - Iii, Vsez, Duvvada",03/08/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
961769,3006560479,Chongqing Lummy Pharmaceutical Co. Ltd.,Chongqing,China,CN,"Economic And Technological, No. 2 The 4th Branch Rd, Huaanan Road; Changshou Jingjijizhukaifa Changshou",03/17/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
1053348,3006585888,Ruby Hall Clinic Ser. Private Limited,Pune,India,IN,"E4 - C To E4 - F, 4th Floor; Fifth Ave Condominium",03/30/2018,OAI,Drugs,CDER,Bioresearch Monitoring,No
946429,3006594435,Concept Products Limited,Xiqing,China,CN,"33 The Third Branch Saida Road, Development Areaeconomic",08/05/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
906809,3006595385,Zydus Lifesciences Limited,Ahmedabad,India,IN,"Blocks 265,266,267, Opp. Laxminarayan Petrol Pump, Sarkhej-Bavla National Highway",12/06/2014,OAI,Drugs,CDER,Drug Quality Assurance,No
888626,3006643956,Hainan Hailing Chemipharma Corporation Limited,Haikou,China,CN,281 Nanhai Avenue,01/30/2014,OAI,Drugs,CDER,Drug Quality Assurance,No
946128,3006643956,Hainan Hailing Chemipharma Corporation Limited,Haikou,China,CN,281 Nanhai Avenue,09/18/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1039323,3006644152,Indoco Remedies Limited (Plant I),Verna,India,IN,"Goa Plant-I, L-14, Verna Industrial Area, Verna",01/19/2018,OAI,Drugs,CDER,Drug Quality Assurance,Yes
988000,3006688078,Megafine Pharma (P) Limited,Vapi,India,IN,911 & 912 Phase Iii Gidc,09/23/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
1058583,3006688078,Megafine Pharma (P) Limited,Vapi,India,IN,911 & 912 Phase Iii Gidc,06/15/2018,OAI,Drugs,CDER,Drug Quality Assurance,No
1121027,3006688078,Megafine Pharma (P) Limited,Vapi,India,IN,911 & 912 Phase Iii Gidc,02/21/2020,OAI,Drugs,CDER,Drug Quality Assurance,No
630768,3006745882,Qingdao Jiulong Biopharmaceutical Co. Ltd.,Qingdao,China,CN,"Jiulong Industrial Park, Jiulongzhen Xiaozhou",11/23/2009,OAI,Drugs,CDER,Drug Quality Assurance,No
973223,3006795842,"Baoying County Fukang Medical Appliance Co., Ltd.",Yangzhou,China,CN,"Guangyang Road, Huangcheng Town Industry Area, Baoying",06/09/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
1006680,3006851654,"Wuxi Medical lnstrument Factory Co., Ltd.",Wuxi,China,CN,"D,Zhangjing, Xibei, No. 43 Xixin Road; Xibeizhen Xishan District",03/10/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
1255920,3006851654,"Wuxi Medical lnstrument Factory Co., Ltd.",Wuxi,China,CN,"D,Zhangjing, Xibei, No. 43 Xixin Road; Xibeizhen Xishan District",11/15/2024,OAI,Drugs,CDER,Drug Quality Assurance,No
926398,3006895951,"Shanghai Desano Chemical Pharmaceutical Co., Ltd.",Pudong District,China,CN,"No. 417 Binhai Road, Laogang Town",05/07/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1112459,3006895982,Jubilant Generics Limited,Roorkee,India,IN,"Village Sikandarpur Bhainswal, Roorkee- Dehradun Highway, Bhagwanpur, Distt. Haridwar",11/06/2019,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1137148,3006895982,Jubilant Generics Limited,Roorkee,India,IN,"Village Sikandarpur Bhainswal, Roorkee- Dehradun Highway, Bhagwanpur, Distt. Haridwar",03/12/2021,OAI,Drugs,CDER,Drug Quality Assurance,No
1175958,3006895982,Jubilant Generics Limited,Roorkee,India,IN,"Village Sikandarpur Bhainswal, Roorkee- Dehradun Highway, Bhagwanpur, Distt. Haridwar",08/01/2022,OAI,Drugs,CDER,Drug Quality Assurance,Yes
927248,3006986091,"Tai Heng Industry Co., Ltd.",Shanghai,China,CN,"Shanghai Juke Biotech Park, 2715 Longwu Road",05/11/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1272272,3007016503,Seema International,New Delhi,India,IN,"Bt-3/211, Phase 1, Mangolpuri Industrial Area",05/21/2025,OAI,Drugs,CDER,Drug Quality Assurance,No
886613,3007021905,Cipla Limited,Mumbai,India,IN,"Lal Bahadur Shastri Marg, Chandan Nagar, Vikhroli West",06/25/2014,OAI,Drugs,CDER,Bioresearch Monitoring,Yes
980985,3007028032,"Zhejiang Bangli Medical Products Co., Ltd",Yongkang,China,CN,"Huachuan Block, Zhengjia Village, 118 South Of Yuegui Road; Xiangzhu Town",08/17/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
778478,3007084136,"Ningbo Unichem Bio Technology Co., Ltd.",Ningbo,China,CN,"No.27, Jiushufang South Road, Luotuo Subdistrict, Zhenhai District",03/02/2012,OAI,Drugs,CDER,Drug Quality Assurance,No
861278,3007084136,"Ningbo Unichem Bio Technology Co., Ltd.",Ningbo,China,CN,"No.27, Jiushufang South Road, Luotuo Subdistrict, Zhenhai District",12/06/2013,OAI,Drugs,CDER,Drug Quality Assurance,No
1051233,3007124044,Tata Memorial Centre,Navi Mumbai,India,IN,"Sector 22, Utsav Chowk-Cisf Road, Kharaghar",03/23/2018,OAI,Drugs,CDER,Bioresearch Monitoring,No
1172929,3007187282,Panacea Biotec Pharma Limited,Malpur,India,IN,Pharma Block,06/08/2022,OAI,Drugs,CDER,Drug Quality Assurance,No
1220156,3007187282,Panacea Biotec Pharma Limited,Malpur,India,IN,Pharma Block,10/12/2023,OAI,Drugs,CDER,Drug Quality Assurance,Yes
830428,3007197995,Shilpa Pharma Lifesciences Limited,"Chicksugur, Raichur",India,IN,"Unit 2, Plot No.33,33A & 40 to 47, Raichur Industrial Growth Centre",05/03/2013,OAI,Drugs,CDER,Drug Quality Assurance,No
1112352,3007240297,Synchron Research Services Pvt. Ltd.,Ahmedabad,India,IN,"2nd Floor, Swagat Plaza Ii; Ambli Bopal Road",11/22/2019,OAI,Drugs,CDER,Bioresearch Monitoring,No
1211275,3007267856,Raptim Research Pvt. Ltd.,Navi Mumbai,India,IN,A - 239/A - 242,04/28/2023,OAI,Drugs,CDER,Bioresearch Monitoring,No
922739,3007287078,Polydrug Laboratories Pvt. Ltd.,Mumbai,India,IN,"Plot N37, Ambernath Industrial Area, Anand Nagar Midc",03/23/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
566767,3007293049,"Qing Ming Yang, MD - Rui Jin Hospital Shanghai Second",Shanghai,China,CN,"Shanghai Rui Jin Hospital No.197, Ruijin Second Road",02/13/2009,OAI,Drugs,CDER,Bioresearch Monitoring,Yes
1101329,3007317099,Madhu Instruments Private Limited,New Delhi,India,IN,A - 260 Okhla Industrial Area Phase 1'St Road,08/16/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1182165,3007317099,Madhu Instruments Private Limited,New Delhi,India,IN,A - 260 Okhla Industrial Area Phase 1'St Road,10/21/2022,OAI,Drugs,CDER,Drug Quality Assurance,No
1229376,3007373503,"Jiangsu Hengrui Pharmaceuticals Co., Ltd. (Huanghe Road Site)",Lianyungang,China,CN,"38 Huanghe Road, Economic & Technological Development Zone",01/16/2024,OAI,Drugs,CDER,Drug Quality Assurance,No
1105823,3007373532,Aurobindo Pharma Limited,"Jedcherla Mandal, Mahabubnagar",India,IN,"Unit-Vii, Sy No. 411/P, 425/P, 434/P, 435/P & 458/P, Plot S1 Part Sez, Tsiic, Green Industrial Park, Polepally",09/27/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1119534,3007379141,Synchron Research Services Pvt. Ltd.,Ahmedabad,India,IN,"Synchron House, Behind Mondeal Park, Near Gurudwara, S.G. Highway",11/22/2019,OAI,Drugs,CDER,Bioresearch Monitoring,No
1061011,3007450508,Anicare Pharmaceuticals Pvt Ltd.,Navi Mumbai,India,IN,"Plot No. A-143 / 5 & 6, Ttc Ind. Area, Khairne M.I.D.C, Thane-Belapur Rd, Behind Midc Fire Station",08/03/2018,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1195342,3007450508,Anicare Pharmaceuticals Pvt Ltd.,Navi Mumbai,India,IN,"Plot No. A-143 / 5 & 6, Ttc Ind. Area, Khairne M.I.D.C, Thane-Belapur Rd, Behind Midc Fire Station",01/20/2023,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1008366,3007474872,Vital Laboratories Pvt Ltd Plant II,Vapi,India,IN,"Plot 1710 & A1 2208, Phase III GIDC",04/06/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
1067722,3007474872,Vital Laboratories Pvt Ltd Plant II,Vapi,India,IN,"Plot 1710 & A1 2208, Phase III GIDC",09/01/2018,OAI,Drugs,CDER,Drug Quality Assurance,No
1265022,3007498452,"Hangzhou Minsheng Binjiang Pharmaceutical Co., Ltd.",Hangzhou,China,CN,"658 Bin'An Road, Binjiang District",03/07/2025,OAI,Drugs,CDER,Drug Quality Assurance,No
914111,3007512701,Mylan Laboratories Limited,"Anekal Taluk, Bangalore",India,IN,"(Otl) Plot 284-B Bommasandra-Jigani Link Road, Industrial Area",02/13/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1032020,3007517881,Macleods Pharmaceuticals Limited,"Tehsil Baddi, District Solan",India,IN,"Village Theda, Post Office Lodhimajra",11/24/2017,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1157334,3007517881,Macleods Pharmaceuticals Limited,"Tehsil Baddi, District Solan",India,IN,"Village Theda, Post Office Lodhimajra",11/01/2021,OAI,Drugs,CDER,Drug Quality Assurance,No
826742,3007527278,"Shanghai Life-Beauty Cosmetics Co., Ltd.",Shanghai,China,CN,"NO 2000 Fengxianglu, Baoshan",03/22/2013,OAI,Drugs,CDER,Drug Quality Assurance,No
1098883,3007544618,"Guangzhou Tinci Materials Technology Co., Ltd.",Guangzhou,China,CN,"Yunpu Industrial Zone, 8th Kangda Road; Huangpu District",08/02/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
911036,3007549629,Lupin Limited,Pithampur,India,IN,"Unit-2, Plot No. M-2 and M-2-A, Special Economic Zone Phase II, Misc. Zone, Apparel Park, Dist. Dhar",01/23/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1012540,3007549629,Lupin Limited,Pithampur,India,IN,"Unit-2, Plot No. M-2 and M-2-A, Special Economic Zone Phase II, Misc. Zone, Apparel Park, Dist. Dhar",05/19/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
1079307,3007549629,Lupin Limited,Pithampur,India,IN,"Unit-2, Plot No. M-2 and M-2-A, Special Economic Zone Phase II, Misc. Zone, Apparel Park, Dist. Dhar",01/25/2019,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1275446,3007549629,Lupin Limited,Pithampur,India,IN,"Unit-2, Plot No. M-2 and M-2-A, Special Economic Zone Phase II, Misc. Zone, Apparel Park, Dist. Dhar",07/17/2025,OAI,Drugs,CDER,Drug Quality Assurance,Yes
900439,3007574780,Ipca Laboratories Limited,Dhar,India,IN,"1 Pharma Zone, Sez Indore, Pithampur",10/17/2014,OAI,Drugs,CDER,Drug Quality Assurance,No
1234298,3007621329,Zydus Lifesciences Limited,Matoda,India,IN,"Plot 1a, 8a Pharmez Special Economic Zone; Sarkhej-Bavla N H No",03/27/2024,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1096084,3007628845,"Huaian Zongheng Bio-Tech Co., Ltd",Huaian,China,CN,No. 615 North Xiangyu Road,07/05/2019,OAI,Drugs,CDER,Drug Quality Assurance,Yes
839012,3007648351,Mylan Laboratories Limited,Bengaluru,India,IN,"Specialty Formulation Facility, Plot No: 284B/1, 289-292 Bommasandra-Jigani Link Road, Ind. Area, Anekal Taluk",06/27/2013,OAI,Drugs,CDER,Drug Quality Assurance,No
912541,3007648351,Mylan Laboratories Limited,Bengaluru,India,IN,"Specialty Formulation Facility, Plot No: 284B/1, 289-292 Bommasandra-Jigani Link Road, Ind. Area, Anekal Taluk",10/03/2014,OAI,Drugs,CDER,Drug Quality Assurance,No
918008,3007719313,"Zhejiang Hisun Pharmaceutical Co., Ltd.",Taizhou,China,CN,"46 Waisha Rd., Jiaojiang District",03/07/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
999962,3007720135,Mylan Laboratories Limited,Hyderabad,India,IN,"R & D Center, Plot No 34-A, ANRICH Industrial Estate, Bollaram, Jinnaram Mandal; Sangareddy District",02/01/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
945450,3007721552,"Sunshine Lake Pharma Co., Ltd",Dongguan,China,CN,"Northern Industry Road #1, Song Shan Lake",09/25/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
723610,3007925588,"Zhejiang Casing Animal By-Products Co.,Ltd.",Hangzhou,China,CN,"Tonglu Economic, 369 Dongxing Road; Tongluxian",11/04/2010,OAI,Drugs,CDER,Drug Quality Assurance,No
1012855,3007931994,Fleming Laboratories Limited,Medak district,India,IN,"Survey No 270; Nawabpet Village, Shivampet Mandal",05/16/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
969723,3008077936,"Cixi Zhixin Bird Clean-Care Product Co., Ltd.",Ningbo,China,CN,"Zhangqi Industrial Park, No. 137 Balilu",05/06/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
941336,3008117347,Unimark Remedies Limited,Ahmedabad,India,IN,"300, Kerala Nalsarovar Road, Village: Kerala, Tal: Bavla",08/14/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1012248,3008221060,"Fuan Pharmaceutical Group Chongqing Bosen Pharma. Co., LTD",Zhongqing,China,CN,"NO. 1 Huanan Rd, Changshou",05/12/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
1050879,3008229416,"Hangzhou Zhongbo Industrial Co., Ltd.",Hangzhou,China,CN,"Yuhang District, Changle Industrial Zone",04/27/2018,OAI,Drugs,CDER,Drug Quality Assurance,No
828511,3008250236,Sentiss Pharma Private Ltd.,District Solan,India,IN,"Village Khera Nihla, Tehsil Nalargarh",04/03/2013,OAI,Drugs,CDER,Drug Quality Assurance,No
890528,3008250236,Sentiss Pharma Private Ltd.,District Solan,India,IN,"Village Khera Nihla, Tehsil Nalargarh",07/29/2014,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1015447,3008250236,Sentiss Pharma Private Ltd.,District Solan,India,IN,"Village Khera Nihla, Tehsil Nalargarh",05/23/2017,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1092166,3008250236,Sentiss Pharma Private Ltd.,District Solan,India,IN,"Village Khera Nihla, Tehsil Nalargarh",05/14/2019,OAI,Drugs,CDER,Drug Quality Assurance,Yes
772959,3008254880,"Fercy Personal Care Products Co., Ltd",Jinhua,China,CN,"An'Wen Industrial, Lane 299 Cangsong Road; Zone Pan County",03/06/2012,OAI,Drugs,CDER,Drug Quality Assurance,No
983628,3008256667,"Tianjin Tianyao Pharmaceuticals Co., Ltd.",Tianjin Economic-Technological,China,CN,"West Area, No. 19 Xinye 9th Street; Development Area",09/02/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
946143,3008259785,Xinxiang Tuoxin Pharmaceutical Co. Ltd,Xinxiang,China,CN,"Xinxiang Advanced, 398 Jingquan West Road; Technology District",09/18/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1095514,3008259785,Xinxiang Tuoxin Pharmaceutical Co. Ltd,Xinxiang,China,CN,"Xinxiang Advanced, 398 Jingquan West Road; Technology District",06/06/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1155762,3008259785,Xinxiang Tuoxin Pharmaceutical Co. Ltd,Xinxiang,China,CN,"Xinxiang Advanced, 398 Jingquan West Road; Technology District",10/22/2021,OAI,Drugs,CDER,Drug Quality Assurance,No
999209,3008294355,Hetero Labs Ltd. Unit VI,Mahaboob Nagar,India,IN,"Sy. No. Part Of 410, 411, Tsiic, Pharma Sez, Pollepally (V), Jadcherla (M)",11/15/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
659417,3008299032,Choksi Laboratory,"Panchkula, Haryana",India,IN,"Plot 362, Industrial Area, Phase Ii",04/24/2010,OAI,Drugs,CDER,Drug Quality Assurance,No
995278,3008307735,Hetero Labs Limited (Unit V),Mahabubnagar,India,IN,"Unit V, Sy. No.: 439,440,441&458, Tsiic Formulation Sez, Polepally Village",12/16/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
1096441,3008311641,GPT Pharmaceuticals Private Ltd,Hyderabad,India,IN,"Plot 6/3, Road No 11 I.D.A Nacharam",06/28/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
808945,3008314161,RPG Life Sciences Limited,"Ankleshwar, Bharuch",India,IN,"Plot No. 3102/A, GIDC Industrial Estate",11/24/2012,OAI,Drugs,CDER,Drug Quality Assurance,No
1106244,3008316085,Pfizer Healthcare India Private Limited,Visakhapatnam,India,IN,"Plots 116-117-118-119-111-123(Part), Jawaharlal Nehru Pharma City - Sez, Parawada",09/06/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1315768,3008316144,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd",Lianyungang,China,CN,"Economic & Technical, 5 Dongjin Road; Dev. Zone",04/24/2026,OAI,Drugs,CDER,Drug Quality Assurance,No
1095073,3008350682,"Ningbo BST Clean and Care Products Co., Ltd",Ningbo,China,CN,"Xiwu, Xining Road; Fenghua Economic Development Zone",06/14/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1227212,3008384335,"GFA Production Xiamen Co., Ltd.",Xiamen,China,CN,"Huli Industrial Park No. 20, Meixi Street; Tongan",12/08/2023,OAI,Drugs,CDER,Drug Quality Assurance,Yes
802768,3008386908,Gland Chemicals Private Limited,Chennai,India,IN,"& B - 11 Plot No B - 3, Sipcot Industrial Park; & B - 6 To B - 18",10/10/2012,OAI,Drugs,CDER,Drug Quality Assurance,Yes
858417,3008386908,Gland Chemicals Private Limited,Chennai,India,IN,"& B - 11 Plot No B - 3, Sipcot Industrial Park; & B - 6 To B - 18",12/10/2013,OAI,Drugs,CDER,Drug Quality Assurance,No
1050982,3008386908,Gland Chemicals Private Limited,Chennai,India,IN,"& B - 11 Plot No B - 3, Sipcot Industrial Park; & B - 6 To B - 18",04/03/2018,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1297216,3008386908,Gland Chemicals Private Limited,Chennai,India,IN,"& B - 11 Plot No B - 3, Sipcot Industrial Park; & B - 6 To B - 18",11/27/2025,OAI,Drugs,CDER,Drug Quality Assurance,No
1228546,3008461619,Eugia Pharma Specialities Limited,Sangareddy,India,IN,"Unit-Iii, Plot No: 4, 34 To 40, 41p, 44 To 48, Epip, Tsiic, Ida, Pashamylaram Village, Patancheru Mandal",02/02/2024,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1301166,3008461619,Eugia Pharma Specialities Limited,Sangareddy,India,IN,"Unit-Iii, Plot No: 4, 34 To 40, 41p, 44 To 48, Epip, Tsiic, Ida, Pashamylaram Village, Patancheru Mandal",02/06/2026,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1084116,3008481002,Hangzhou Badi Daily Use Chemical Company,Huzhou,China,CN,"No. 56 Shuguang Road, Deqingxian",03/21/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
992914,3008481334,"Hisun Pharmaceutical Hangzhou Co., Ltd",Hangzhou,China,CN,"No. 1 Haizheng Road, Xukouzhen Fuyang",10/27/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
679365,3008494993,Synbiotics Limited,Luna,India,IN,"571 - 576 A Plot No 570, Maitry Marg; Ecp Canal Road",08/27/2010,OAI,Drugs,CDER,Drug Quality Assurance,No
966839,3008519597,"Yangzhou Hengyuan Daily Chemical Plastic Co., Ltd",Yangzhou,China,CN,"Industrial Park, 7 Sitong Road; Hangjizhen Hanjiang",01/22/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
1006302,3008523281,Galentic Pharma (India) Private Limited,Navi Mumbai,India,IN,"Unit 1, R-673 T T C Midc, Thane Belapur Road",03/03/2017,OAI,Drugs,CDER,Drug Quality Assurance,Yes
700323,3008548557,Zhejiang G&f Foreign Trading Company,Hangzhou,China,CN,"Tonglu County, 369 Dongxing Lu; Linan",11/04/2010,OAI,Drugs,CDER,Drug Quality Assurance,No
701336,3008548567,Nanjing Maohai Biotech Co.,Nanjing,China,CN,"8 Yaxi, Town, Gaochun County",10/28/2010,OAI,Drugs,CDER,Drug Quality Assurance,No
1260403,3008565058,Glenmark Pharmaceuticals Limited,Dhar,India,IN,"Plot No 2, Pharma Zone Sez Pithampur; Phase - 2",02/14/2025,OAI,Drugs,CDER,Drug Quality Assurance,Yes
995187,3008581406,"Xiamen Nature Caring Products Co., Ltd",Xiamen,China,CN,"No. 70, Siming Industrial Zone, Meixi Road, Tong'An District",12/14/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
1198343,3008581988,Cipla Limited,"Pithampur, District Dhar",India,IN,"Plot No. 9 & 10, Pharma Zone Phase Ii, Section Iiii, Indore Special Economic Zone",02/17/2023,OAI,Drugs,CDER,Drug Quality Assurance,No
947417,3008618917,Huzhou Aupower Sanitary Commodity,Huzhou,China,CN,"339 Jingsan Road, Changxing Dist",09/18/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1299346,3008654585,SMS Pharmaceuticals Limited,Vizianagaram,India,IN,"Unit Vii No. 160, 161, 163 to 167 Kandivalasa Village, Poosapatirega (M)",12/12/2025,OAI,Drugs,CDER,Drug Quality Assurance,No
1018863,3008655176,"Hangzhou Facecare Cosmetics Co., Ltd.",Hangzhou,China,CN,"Xiashastreet, No. 88 Xiasha Road; Qiantang District",06/22/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
956046,3008766221,Arbro Pharmaceuticals Limited,New Delhi,India,IN,"4/9, Kirti Nagar Industrial Area",01/22/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
1053188,3008785460,"Hangzhou Guoguang Touring Commodity Co.,Ltd.",Hangzhou,China,CN,"No. 8 Yushun Road, Jingshanzhen Yuhang",04/20/2018,OAI,Drugs,CDER,Drug Quality Assurance,No
1099554,3008846564,"Yibin Lihao Bio-technical Co., Ltd.",Yibin,China,CN,"Luolong Industrial Central Park, No. 5 Bin Jiang Road; Nanxixian",08/06/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1198364,3008861619,Centaur Pharmaceuticals Private Ltd.,Pune,India,IN,"Plot 4, International Biotech Park",02/08/2023,OAI,Drugs,CDER,Drug Quality Assurance,No
865677,3008932049,Ceph Lifesciences Private Limited,"Tehsil Baddi, Solan",India,IN,"Unit VI, Village Bhatoli kalan, Adjoining Jharmajri E.P.I.P., Postoffice Barotiwala",01/21/2014,OAI,Drugs,CDER,Drug Quality Assurance,No
1200622,3008932049,Ceph Lifesciences Private Limited,"Tehsil Baddi, Solan",India,IN,"Unit VI, Village Bhatoli kalan, Adjoining Jharmajri E.P.I.P., Postoffice Barotiwala",03/10/2023,OAI,Drugs,CDER,Drug Quality Assurance,Yes
927563,3008933231,Porus Laboratories Pvt. Ltd- Unit I,Kodad,India,IN,"339, Nallabandagudem Village",05/08/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
893416,3008975772,"Nantong Tianlong Animal By-products Co., Ltd",Nantong,China,CN,"Dingyan, 9 Ding Xinlu; Rugao",08/08/2014,OAI,Drugs,CDER,Drug Quality Assurance,No
945605,3008996626,"Yuxing Biotechnology (Group) Co., Ltd.",Xingtai,China,CN,"Xicheng District, Ningjin County",08/21/2015,OAI,Drugs,CDER,Drug Quality Assurance,No
1089874,3009093782,Hetero Labs Ltd. - Unit IX,Visakhapatnam,India,IN,"Unit Ix, Plot No. 2, Hetero Infrastructure Sez, Narasapuram Village, Nakkapalli Mandal",05/14/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1111638,3009167769,Kumar Organic Products Limited,Vadodara,India,IN,"Plot No. 379, Canal Road, Maitri Marg., Village Luna, Taluka-Padra, District",11/14/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1003941,3009206013,"Foshan Flying Medical Products Co., Ltd.",Foshan,China,CN,"No. 49 Xiangshan 2th Road, Fengtain Industrial District",02/23/2017,OAI,Drugs,CDER,Drug Quality Assurance,No
1100282,3009223273,JHS SVENDGAARD LABORATORIES LTD,Johron,India,IN,"82 85 1 418 67 420 353 1 Kala Amb, Khasra No 179; 89 Trilokpur Road",08/22/2019,OAI,Drugs,CDER,Drug Quality Assurance,Yes
776114,3009245075,Shiyao Wu MD,Shanghai,China,CN,"S.J.T. U.S.M. NO. 639, ZHI ZAO JU ROAD, Shanghai 9th Peoples Hospital",02/03/2012,OAI,Drugs,CDER,Bioresearch Monitoring,No
1279747,3009250196,Patcos Cosmetics (India) Private Limited,Daman,India,IN,659 Kevdi Falia Road,07/18/2025,OAI,Drugs,CDER,Drug Quality Assurance,No
1084134,3009271465,Henan Kangdi Medical Devices Co. Ltd,Zhoukou,China,CN,"Sme Pioneer Park, No. 4 2nd Area",03/07/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
989767,3009271645,"Zhejiang Jiuzhou Pharmaceutical Sci-Tech Co., Ltd",Hangzhou,China,CN,"No. 1889 Jingliu Road, Linjiang Industrial Zone, Qiantang New District",09/29/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
955142,3009278506,Wockhardt Limited,Aurangabad,India,IN,"Plot E - 1/1, Midc Area; Shendra",01/12/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
1031932,3009336980,Goran Pharma Private Ltd,Sihor,India,IN,Bhavnagar Rajkot Road,11/15/2017,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1249754,3009350497,China Pharmaceutical University,Nanjing,China,CN,"No 639 Longmian Avenue, Jiangning Dist",09/20/2024,OAI,Drugs,CDER,Drug Quality Assurance,Yes
1097386,3009449945,Sunstar Guangzhou Ltd.,Guangzhou,China,CN,"Modern Industry Centre, Blk D F/5; 203 Conbo Avenue",06/28/2019,OAI,Drugs,CDER,Drug Quality Assurance,No
1006405,3009490758,"Jiangmen Nowadays Daily Goods Co., Ltd.",Jiangmen,China,CN,"Industrial Zone, Mingxing Village, Jiaotou, Jianghai",03/09/2017,OAI,Drugs,CDER,Drug Quality Assurance,Yes
847082,3009510975,Reliance Life Sciences Private Limited,Navi Mumbai,India,IN,"Ttc Area Of Midc, R - 282 Dhirubhai Ambani Life Sciences Centre; Thane Belapur Road",08/23/2013,OAI,Drugs,CDER,Drug Quality Assurance,No
1311632,3009510975,Reliance Life Sciences Private Limited,Navi Mumbai,India,IN,"Ttc Area Of Midc, R - 282 Dhirubhai Ambani Life Sciences Centre; Thane Belapur Road",02/27/2026,OAI,Drugs,CDER,Drug Quality Assurance,No
995834,3009653722,"Qinhuangdao Zizhu Pharmaceutical Co., Ltd.",Qinhuangdao,China,CN,"Economic & Technological Development Zone, No 10 Longhai Road",12/01/2016,OAI,Drugs,CDER,Drug Quality Assurance,No
806947,3009688205,Aarti Drugs Ltd,Tarapur,India,IN,Midc Plot No E21,11/07/2012,OAI,Drugs,CDER,Drug Quality Assurance,No
1076888,3009729392,Glint Cosmetics Private Ltd,Navi Mumbai,India,IN,"C-216-217-218 Ttc Industrial Area, MIDC, Turbhe",12/22/2018,OAI,Drugs,CDER,Drug Quality Assurance,No
